peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_102717	11	0.014808783685049872	chr6	122883817	122884462	intron (NM_026267, intron 6 of 7)	9582.0	Necap1	CD27+_Natural_Killer
spleen_uPk_115822	11	0.014787251241203066	chr8	94674375	94674747	TTS (NM_026385)	7470.0	Arl2bp	CD27+_Natural_Killer
spleen_uPk_36448	11	0.014785363302105243	chr13	114909471	114909897	intron (NM_008396, intron 1 of 29)	22357.0	Itga2	CD27+_Natural_Killer
spleen_uPk_24689	11	0.014779077952852354	chr11	121100709	121101107	Intergenic	17769.0	Tex19.2	CD27+_Natural_Killer
spleen_uPk_81382	11	0.014762605239224815	chr3	146333306	146333701	Intergenic	45441.0	Gm10636	CD27+_Natural_Killer
spleen_uPk_72217	11	0.014761679182434043	chr2	132714520	132714902	intron (NM_028637, intron 2 of 2)	24428.0	1110034G24Rik	CD27+_Natural_Killer
spleen_uPk_96300	11	0.014753902950405368	chr5	142475690	142476024	intron (NM_172725, intron 14 of 16)	11926.0	Ap5z1	CD27+_Natural_Killer
spleen_uPk_18882	11	0.014750118438940845	chr11	52268069	52268914	intron (NM_001313981, intron 3 of 10)	14104.0	Tcf7	CD27+_Natural_Killer
spleen_uPk_104699	11	0.014748094839943764	chr7	4318016	4318436	Intergenic	-19498.0	Ncr1	CD27+_Natural_Killer
spleen_uPk_122111	11	0.014741048115118944	chr9	78086389	78086982	intron (NM_023605, intron 9 of 12)	21971.0	Fbxo9	CD27+_Natural_Killer
spleen_uPk_38659	11	0.014739398647005325	chr14	54138036	54138680	Intergenic	115571.0	Dad1	CD27+_Natural_Killer
spleen_uPk_114276	11	0.01473147328128424	chr8	69038342	69038786	3' UTR (NM_153054, exon 17 of 17)	-50172.0	Atp6v1b2	CD27+_Natural_Killer
spleen_uPk_64626	11	0.014727692608711518	chr19	53535375	53535756	intron (NM_001085390, intron 2 of 3)	6247.0	Dusp5	CD27+_Natural_Killer
spleen_uPk_19426	11	0.014724422444770154	chr11	59252337	59252815	intron (NM_009522, intron 3 of 3)	-24309.0	Arf1	CD27+_Natural_Killer
spleen_uPk_21877	11	0.014719647232552808	chr11	90002475	90003162	promoter-TSS (NM_001316372)	76.0	Pctp	CD27+_Natural_Killer
spleen_uPk_123898	11	0.014717872511096027	chr9	114016291	114016927	intron (NM_178624, intron 2 of 14)	10142.0	Fbxl2	CD27+_Natural_Killer
spleen_uPk_124848	11	0.014709539364704899	chr9	124114664	124115238	Intergenic	-6592.0	Ccr5	CD27+_Natural_Killer
spleen_uPk_78167	11	0.014690118129309968	chr3	89196186	89196943	Intergenic	-6361.0	Gba	CD27+_Natural_Killer
spleen_uPk_51355	11	0.014678622050833045	chr16	93787377	93787621	intron (NM_027293, intron 26 of 36)	-44622.0	Morc3	CD27+_Natural_Killer
spleen_uPk_90377	11	0.014675347629521827	chr5	31407687	31408112	Intergenic	-44537.0	Zfp512	CD27+_Natural_Killer
spleen_uPk_90952	11	0.014671372533546568	chr5	38885090	38885581	Intergenic	-8642.0	Clnk	CD27+_Natural_Killer
spleen_uPk_28571	11	0.014650487994409395	chr12	91766113	91767066	intron (NM_175367, intron 1 of 6)	19847.0	Ston2	CD27+_Natural_Killer
spleen_uPk_13344	11	0.01464759084768531	chr10	80052187	80052544	intron (NR_110342, intron 2 of 6)	-1123.0	Gpx4	CD27+_Natural_Killer
spleen_uPk_104701	11	0.014646908881028445	chr7	4337353	4337927	promoter-TSS (NM_010746)	-84.0	Ncr1	CD27+_Natural_Killer
spleen_uPk_102623	11	0.01464597045008126	chr6	122284488	122285253	Intergenic	-2037.0	Klrg1	CD27+_Natural_Killer
spleen_uPk_18023	11	0.014629574447321736	chr11	34036363	34036685	Intergenic	-10677.0	Lcp2	CD27+_Natural_Killer
spleen_uPk_100566	11	0.01462140908755328	chr6	86609212	86609709	Intergenic	-18714.0	Asprv1	CD27+_Natural_Killer
spleen_uPk_10355	11	0.014618218490218897	chr10	21204290	21205378	Intergenic	-43850.0	Myb	CD27+_Natural_Killer
spleen_uPk_46010	11	0.014616972118920653	chr15	90223782	90224815	promoter-TSS (NM_001033441)	-13.0	Alg10b	CD27+_Natural_Killer
spleen_uPk_117576	11	0.014599760572736499	chr8	123342904	123343257	intron (NM_172287, intron 1 of 14)	10367.0	Spire2	CD27+_Natural_Killer
spleen_uPk_69508	11	0.014579021775549551	chr2	77507140	77507568	intron (NM_178723, intron 3 of 9)	12312.0	Zfp385b	CD27+_Natural_Killer
spleen_uPk_93436	11	0.014549558713337782	chr5	105651599	105652126	Intergenic	-48107.0	Lrrc8d	CD27+_Natural_Killer
spleen_uPk_102499	11	0.014527220650880485	chr6	120473409	120473989	intron (NM_008359, intron 3 of 12)	10502.0	Il17ra	CD27+_Natural_Killer
spleen_uPk_4007	11	0.01452093589166885	chr1	94034857	94035797	Intergenic	14834.0	Neu4	CD27+_Natural_Killer
spleen_uPk_89217	11	0.014520199371239242	chr4	154927610	154928584	promoter-TSS (NM_178931)	-20.0	Tnfrsf14	CD27+_Natural_Killer
spleen_uPk_36549	11	0.014519784222818272	chr13	117215727	117216557	Intergenic	-4431.0	Emb	CD27+_Natural_Killer
spleen_uPk_41065	11	0.01451551327638058	chr14	106026793	106027486	Intergenic	-79059.0	Trim52	CD27+_Natural_Killer
spleen_uPk_105108	11	0.014508507208072561	chr7	18884110	18885296	promoter-TSS (NM_009402)	13.0	Pglyrp1	CD27+_Natural_Killer
spleen_uPk_74102	11	0.014508086157509181	chr2	166226997	166227890	Intergenic	-46465.0	Gm11468	CD27+_Natural_Killer
spleen_uPk_48426	11	0.014483852570024488	chr16	23997129	23997615	Intergenic	-8760.0	Bcl6	CD27+_Natural_Killer
spleen_uPk_993	11	0.014477272876623887	chr1	37478436	37478766	intron (NM_001290801, intron 4 of 14)	10004.0	4930594C11Rik	CD27+_Natural_Killer
spleen_uPk_45190	11	0.01446930125132697	chr15	80219120	80219749	Intergenic	-14646.0	Mief1	CD27+_Natural_Killer
spleen_uPk_123971	11	0.014468706451496192	chr9	114777963	114778495	intron (NM_001252479, intron 1 of 3)	3764.0	Cmtm7	CD27+_Natural_Killer
spleen_uPk_39204	11	0.014455892595274866	chr14	61460366	61461038	Intergenic	-20755.0	Kpna3	CD27+_Natural_Killer
spleen_uPk_95116	11	0.014436506886354167	chr5	124330145	124330468	intron (NM_028310, intron 1 of 1)	2217.0	2810006K23Rik	CD27+_Natural_Killer
spleen_uPk_114041	11	0.014420415239667443	chr8	60981470	60981685	intron (NM_173874, intron 1 of 13)	1734.0	Clcn3	CD27+_Natural_Killer
spleen_uPk_87713	11	0.014397331254124015	chr4	135168980	135169992	intron (NM_019732, intron 4 of 5)	48841.0	Runx3	CD27+_Natural_Killer
spleen_uPk_13189	11	0.014393174785433005	chr10	78264559	78265289	Intergenic	-20282.0	Trappc10	CD27+_Natural_Killer
spleen_uPk_13395	11	0.014387292323142184	chr10	80329334	80330383	promoter-TSS (NM_139292)	-287.0	Reep6	CD27+_Natural_Killer
spleen_uPk_8691	11	0.014379631466910828	chr1	185105192	185105957	Intergenic	-98594.0	Rab3gap2	CD27+_Natural_Killer
spleen_uPk_31730	11	0.014372391191230445	chr13	29979067	29979648	intron (NM_010093, intron 1 of 6)	5034.0	E2f3	CD27+_Natural_Killer
spleen_uPk_13447	11	0.014361451004399207	chr10	80628762	80629347	promoter-TSS (NM_001159591)	-602.0	Csnk1g2	CD27+_Natural_Killer
spleen_uPk_57027	11	0.014360837943194604	chr17	84880879	84881408	Intergenic	-75598.0	Ppm1b	CD27+_Natural_Killer
spleen_uPk_60144	11	0.014358077973976703	chr18	67248672	67249384	Intergenic	-3198.0	Mppe1	CD27+_Natural_Killer
spleen_uPk_86874	11	0.014357919646100985	chr4	128654237	128655614	intron (NM_001195130, intron 1 of 14)	223.0	Phc2	CD27+_Natural_Killer
spleen_uPk_8881	11	0.014354139212599287	chr1	191102653	191103264	intron (NM_030060, intron 2 of 2)	4544.0	Batf3	CD27+_Natural_Killer
spleen_uPk_1019	11	0.014345703099822858	chr1	37614057	37615322	intron (NM_028096, intron 7 of 9)	-73673.0	Mgat4a	CD27+_Natural_Killer
spleen_uPk_109257	11	0.014343804240155529	chr7	101466045	101467153	intron (NM_001243757, intron 2 of 30)	-8777.0	Mir139	CD27+_Natural_Killer
spleen_uPk_54569	11	0.014331080485733144	chr17	43232779	43233681	Intergenic	-37117.0	Adgrf1	CD27+_Natural_Killer
spleen_uPk_80216	11	0.014318834130212735	chr3	125159693	125160259	Intergenic	-244115.0	Ndst4	CD27+_Natural_Killer
spleen_uPk_1111	11	0.014315322167714481	chr1	38664311	38665957	Intergenic	-37890.0	Aff3	CD27+_Natural_Killer
spleen_uPk_86779	11	0.014304712369499456	chr4	126280379	126280886	Intergenic	-6162.0	Col8a2	CD27+_Natural_Killer
spleen_uPk_3793	11	0.014304155019348319	chr1	91350828	91351208	promoter-TSS (NM_027551)	-55.0	Klhl30	CD27+_Natural_Killer
spleen_uPk_92000	11	0.014291741717043883	chr5	69591721	69592633	intron (NM_001347363, intron 1 of 6)	108.0	Gnpda2	CD27+_Natural_Killer
spleen_uPk_88538	11	0.014290669658683808	chr4	144901495	144901894	intron (NM_011303, intron 1 of 5)	8557.0	Dhrs3	CD27+_Natural_Killer
spleen_uPk_27448	11	0.014251829663857381	chr12	76085064	76085426	intron (NM_001005510, intron 99 of 115)	92014.0	Esr2	CD27+_Natural_Killer
spleen_uPk_38649	11	0.014249384293123881	chr14	54042093	54042771	Intergenic	211497.0	Dad1	CD27+_Natural_Killer
spleen_uPk_4366	11	0.014248984155515816	chr1	107376846	107377391	intron (NM_025867, intron 6 of 7)	14804.0	Serpinb11	CD27+_Natural_Killer
spleen_uPk_12684	11	0.014243463902626164	chr10	68512440	68512833	intron (NM_028491, intron 4 of 7)	29239.0	1700040L02Rik	CD27+_Natural_Killer
spleen_uPk_85597	11	0.014241770923190266	chr4	106139189	106139567	Intergenic	-176835.0	Usp24	CD27+_Natural_Killer
spleen_uPk_111112	11	0.014234311087901274	chr7	128180078	128181019	intron (NM_001029872, intron 5 of 30)	6602.0	Itgad	CD27+_Natural_Killer
spleen_uPk_116144	11	0.014232448065095837	chr8	105808457	105808819	intron (NM_145824, intron 2 of 13)	18712.0	Ranbp10	CD27+_Natural_Killer
spleen_uPk_25954	11	0.014227827120011362	chr12	33157877	33158667	intron (NM_028139, intron 2 of 3)	10586.0	Atxn7l1	CD27+_Natural_Killer
spleen_uPk_42982	11	0.01422584529643001	chr15	38472342	38473008	Intergenic	17872.0	Mir6951	CD27+_Natural_Killer
spleen_uPk_56250	11	0.014204748187789934	chr17	73299719	73300027	Intergenic	99423.0	Capn13	CD27+_Natural_Killer
spleen_uPk_115209	11	0.014196084665315528	chr8	83898982	83900605	promoter-TSS (NM_181039)	-305.0	Adgrl1	CD27+_Natural_Killer
spleen_uPk_59715	11	0.01418838364819893	chr18	60751883	60752399	Intergenic	-22455.0	Rps14	CD27+_Natural_Killer
spleen_uPk_101196	11	0.014182505788733021	chr6	95712078	95712683	intron (NM_011507, intron 1 of 10)	6466.0	Suclg2	CD27+_Natural_Killer
spleen_uPk_64872	11	0.01417941716502541	chr19	57104180	57104718	intron (NM_001290813, intron 6 of 20)	14575.0	Ablim1	CD27+_Natural_Killer
spleen_uPk_81407	11	0.014165810746121969	chr3	146681839	146682712	Intergenic	-30958.0	4930503B20Rik	CD27+_Natural_Killer
spleen_uPk_72552	11	0.014162587979166473	chr2	145225525	145226518	Intergenic	-16590.0	Slc24a3	CD27+_Natural_Killer
spleen_uPk_39936	11	0.014153612070006729	chr14	70775360	70776726	exon (NM_010071, exon 3 of 5)	1662.0	Dok2	CD27+_Natural_Killer
spleen_uPk_40828	11	0.014150601677030902	chr14	101842339	101842980	intron (NM_001347628, intron 1 of 26)	2036.0	Lmo7	CD27+_Natural_Killer
spleen_uPk_93353	11	0.014128341846518245	chr5	105053192	105054199	promoter-TSS (NM_029509)	-134.0	Gbp8	CD27+_Natural_Killer
spleen_uPk_107621	11	0.01412355581557724	chr7	75415771	75416783	Intergenic	-39257.0	Akap13	CD27+_Natural_Killer
spleen_uPk_78728	11	0.014094906733554442	chr3	96846946	96847268	intron (NM_001146001, intron 1 of 8)	14433.0	Pdzk1	CD27+_Natural_Killer
spleen_uPk_123529	11	0.014080851500075086	chr9	108120628	108121089	intron (NM_007567, intron 3 of 11)	-12860.0	4930447F24Rik	CD27+_Natural_Killer
spleen_uPk_15753	11	0.014067484034808822	chr10	119083406	119084010	Intergenic	-9197.0	1700064J06Rik	CD27+_Natural_Killer
spleen_uPk_36461	11	0.014059847441111144	chr13	115011468	115011951	intron (NM_001033228, intron 8 of 28)	78449.0	Pelo	CD27+_Natural_Killer
spleen_uPk_111096	11	0.014035858846953991	chr7	128121656	128122278	Intergenic	-7601.0	Itgax	CD27+_Natural_Killer
spleen_uPk_113906	11	0.014011643758960681	chr8	54076890	54078085	promoter-TSS (NM_009506)	-45.0	Vegfc	CD27+_Natural_Killer
spleen_uPk_121956	11	0.014000592121964247	chr9	75434071	75434899	Intergenic	-7039.0	Leo1	CD27+_Natural_Killer
spleen_uPk_111678	11	0.013984486678741094	chr7	139971459	139971819	TTS (NM_001033465)	7116.0	6430531B16Rik	CD27+_Natural_Killer
spleen_uPk_37346	11	0.013977778448532065	chr14	22140574	22141004	intron (NM_028275, intron 2 of 6)	121077.0	1700112E06Rik	CD27+_Natural_Killer
spleen_uPk_67631	11	0.013960226263522094	chr2	37549396	37549711	intron (NM_146121, intron 19 of 25)	32927.0	Gpr21	CD27+_Natural_Killer
spleen_uPk_100456	11	0.013948799493434035	chr6	85144439	85144906	Intergenic	-6908.0	Spr	CD27+_Natural_Killer
spleen_uPk_15344	11	0.013942178646744909	chr10	115586274	115587144	intron (NM_010195, intron 1 of 17)	1071.0	Lgr5	CD27+_Natural_Killer
spleen_uPk_21557	11	0.013939752686356588	chr11	86396591	86396790	Intergenic	-19154.0	Mir467c	CD27+_Natural_Killer
spleen_uPk_57818	11	0.013938508394951579	chr18	11839068	11840406	promoter-TSS (NR_045421)	-360.0	Gm6277	CD27+_Natural_Killer
spleen_uPk_121094	11	0.013938161465424054	chr9	63132059	63133659	Intergenic	14121.0	Skor1	CD27+_Natural_Killer
spleen_uPk_53880	11	0.013933956079669116	chr17	32415374	32415846	intron (NM_001271478, intron 4 of 4)	5365.0	Pglyrp2	CD27+_Natural_Killer
spleen_uPk_31986	11	0.013931229280043275	chr13	33952071	33952472	intron (NR_040707, intron 1 of 4)	-12388.0	Nqo2	CD27+_Natural_Killer
spleen_uPk_27992	11	0.01393110179795998	chr12	82214803	82215428	intron (NM_001167983, intron 1 of 23)	45099.0	Sipa1l1	CD27+_Natural_Killer
spleen_uPk_56134	11	0.013930975992188035	chr17	71819809	71820427	intron (NM_175378, intron 8 of 13)	38171.0	Clip4	CD27+_Natural_Killer
spleen_uPk_122692	11	0.013929580443407126	chr9	92541853	92543032	non-coding (NR_029474, exon 1 of 1)	219.0	Plod2	CD27+_Natural_Killer
spleen_uPk_119371	11	0.013926727021609646	chr9	37554233	37554666	Intergenic	-1704.0	Nrgn	CD27+_Natural_Killer
spleen_uPk_35115	11	0.013924955848374835	chr13	95685715	95686483	intron (NM_027711, intron 14 of 35)	-10821.0	F2rl2	CD27+_Natural_Killer
spleen_uPk_106264	11	0.013919722846440398	chr7	38214499	38215783	Intergenic	12853.0	Plekhf1	CD27+_Natural_Killer
spleen_uPk_59641	11	0.01391613558078272	chr18	57970172	57971046	Intergenic	91931.0	Slc12a2	CD27+_Natural_Killer
spleen_uPk_124392	11	0.013896287040518011	chr9	119938458	119938894	intron (NM_028735, intron 1 of 28)	1070.0	Ttc21a	CD27+_Natural_Killer
spleen_uPk_26165	11	0.013884773143848193	chr12	35755057	35755558	Intergenic	-60189.0	9130015A21Rik	CD27+_Natural_Killer
spleen_uPk_55734	11	0.013877846500779454	chr17	63967487	63968273	intron (NM_008000, intron 4 of 13)	29908.0	Fer	CD27+_Natural_Killer
spleen_uPk_40266	11	0.013868366653416073	chr14	75833986	75835523	Intergenic	10210.0	Gm4285	CD27+_Natural_Killer
spleen_uPk_114646	11	0.013867987126609391	chr8	72211638	72212276	intron (NM_001080812, intron 1 of 4)	880.0	Cib3	CD27+_Natural_Killer
spleen_uPk_62009	11	0.013866331973058206	chr19	9038071	9038593	intron (NM_001039959, intron 5 of 5)	20428.0	Mir6367	CD27+_Natural_Killer
spleen_uPk_93611	11	0.013847764419725518	chr5	107759120	107759491	intron (NM_007964, intron 17 of 17)	-33500.0	Gfi1	CD27+_Natural_Killer
spleen_uPk_52392	11	0.013835321904301829	chr17	12733136	12733529	intron (NM_010515, intron 6 of 47)	-7979.0	Airn	CD27+_Natural_Killer
spleen_uPk_67215	11	0.013823131935514557	chr2	32541903	32542426	intron (NM_153560, intron 1 of 10)	6805.0	Fam102a	CD27+_Natural_Killer
spleen_uPk_32613	11	0.013810253186553358	chr13	43176969	43177761	Intergenic	-5864.0	Tbc1d7	CD27+_Natural_Killer
spleen_uPk_7032	11	0.01380456664251769	chr1	164063443	164064232	intron (NM_011346, intron 2 of 8)	1761.0	Sell	CD27+_Natural_Killer
spleen_uPk_54835	11	0.013796655977520637	chr17	46483530	46484975	exon (NM_001162864, exon 2 of 15)	3423.0	Ttbk1	CD27+_Natural_Killer
spleen_uPk_111079	11	0.013792527610636155	chr7	128050655	128051223	Intergenic	-11701.0	Itgam	CD27+_Natural_Killer
spleen_uPk_101954	11	0.013772633670534872	chr6	113661050	113662105	intron (NM_001113553, intron 2 of 11)	23110.0	Irak2	CD27+_Natural_Killer
spleen_uPk_60019	11	0.013754740294527487	chr18	65312111	65312858	intron (NM_001037294, intron 4 of 12)	63623.0	Mir122	CD27+_Natural_Killer
spleen_uPk_113567	11	0.013742777235736364	chr8	40584602	40585089	intron (NM_001040699, intron 6 of 13)	49947.0	Mtmr7	CD27+_Natural_Killer
spleen_uPk_87613	11	0.013741267661301022	chr4	134654451	134654970	intron (NM_207237, intron 1 of 11)	49580.0	Man1c1	CD27+_Natural_Killer
spleen_uPk_60547	11	0.013733734808347739	chr18	74286071	74286427	intron (NR_029424, intron 2 of 8)	3149.0	Cfap53	CD27+_Natural_Killer
spleen_uPk_91559	11	0.013731703261772893	chr5	64296743	64297887	intron (NM_001310611, intron 14 of 21)	66958.0	Tbc1d1	CD27+_Natural_Killer
spleen_uPk_70192	11	0.013729926886223806	chr2	93459576	93459897	intron (NR_040532, intron 2 of 4)	2115.0	Cd82	CD27+_Natural_Killer
spleen_uPk_57393	11	0.013728310490031077	chr17	88757937	88758397	intron (NM_013582, intron 7 of 10)	33809.0	Lhcgr	CD27+_Natural_Killer
spleen_uPk_118875	11	0.01372434633450056	chr9	23009586	23010138	Intergenic	-213214.0	Bmper	CD27+_Natural_Killer
spleen_uPk_63875	11	0.013724161576488631	chr19	41383896	41384314	intron (NM_031376, intron 1 of 16)	965.0	Pik3ap1	CD27+_Natural_Killer
spleen_uPk_54981	11	0.013723985209066803	chr17	47766441	47767034	intron (NM_001161723, intron 1 of 8)	-19007.0	Tfeb	CD27+_Natural_Killer
spleen_uPk_35858	11	0.013708547120197574	chr13	107888624	107888842	intron (NM_145456, intron 2 of 14)	1331.0	Zswim6	CD27+_Natural_Killer
spleen_uPk_94041	11	0.013699362509799305	chr5	113786993	113787422	Intergenic	13145.0	Tmem119	CD27+_Natural_Killer
spleen_uPk_62214	11	0.013697108532889262	chr19	11107632	11108504	intron (NM_027058, intron 4 of 6)	22810.0	1700017D01Rik	CD27+_Natural_Killer
spleen_uPk_59863	11	0.013695814119004158	chr18	62168956	62169826	Intergenic	10590.0	Adrb2	CD27+_Natural_Killer
spleen_uPk_20999	11	0.013694832838695038	chr11	79056975	79057291	intron (NM_013571, intron 2 of 17)	33536.0	Gm11201	CD27+_Natural_Killer
spleen_uPk_109222	11	0.013684170328007523	chr7	101345295	101345593	intron (NM_019990, intron 5 of 6)	-2625.0	Arap1	CD27+_Natural_Killer
spleen_uPk_35431	11	0.013674937313458502	chr13	100015153	100016267	promoter-TSS (NM_030026)	-71.0	Mccc2	CD27+_Natural_Killer
spleen_uPk_100678	11	0.013671943362024491	chr6	87495769	87496546	intron (NM_001037727, intron 1 of 10)	170.0	Arhgap25	CD27+_Natural_Killer
spleen_uPk_47667	11	0.013664468234832635	chr16	13219047	13219724	Intergenic	-37096.0	Mkl2	CD27+_Natural_Killer
spleen_uPk_95521	11	0.013649568894134895	chr5	134437353	134437943	intron (NM_001347488, intron 1 of 27)	18614.0	Gtf2ird1	CD27+_Natural_Killer
spleen_uPk_35238	11	0.013648054355981851	chr13	97386520	97387122	Intergenic	-48149.0	Lncenc1	CD27+_Natural_Killer
spleen_uPk_96279	11	0.013639964544317129	chr5	142371130	142371493	Intergenic	-30186.0	Foxk1	CD27+_Natural_Killer
spleen_uPk_15110	11	0.013615737991693938	chr10	108139727	108140136	Intergenic	-22469.0	Ppp1r12a	CD27+_Natural_Killer
spleen_uPk_48470	11	0.013608792443029453	chr16	24215358	24215864	Intergenic	-177739.0	Lpp	CD27+_Natural_Killer
spleen_uPk_109216	11	0.01360707223192909	chr7	101316423	101317372	Intergenic	-4422.0	Stard10	CD27+_Natural_Killer
spleen_uPk_76861	11	0.013580087213922912	chr3	59100571	59102161	intron (NM_173398, intron 1 of 1)	455.0	Gpr171	CD27+_Natural_Killer
spleen_uPk_89419	11	0.01356887907635353	chr5	3343576	3344877	5' UTR (NM_009873, exon 2 of 8)	333.0	Cdk6	CD27+_Natural_Killer
spleen_uPk_64324	11	0.013567255319109715	chr19	46502021	46502418	5' UTR (NM_053100, exon 1 of 6)	571.0	Trim8	CD27+_Natural_Killer
spleen_uPk_66846	11	0.013558638128882191	chr2	29718602	29718962	intron (NM_001039087, intron 12 of 25)	-42746.0	Gm13547	CD27+_Natural_Killer
spleen_uPk_68094	11	0.01354461447684191	chr2	50813459	50814311	Intergenic	-95799.0	Gm13498	CD27+_Natural_Killer
spleen_uPk_49933	11	0.013534241631725712	chr16	49156007	49156629	intron (NM_001166210, intron 30 of 40)	98832.0	Myh15	CD27+_Natural_Killer
spleen_uPk_57595	11	0.013532066896778999	chr18	5287863	5288300	intron (NM_178722, intron 2 of 4)	46358.0	Zfp438	CD27+_Natural_Killer
spleen_uPk_111102	11	0.013528816174609033	chr7	128136977	128137396	intron (NM_021334, intron 14 of 29)	7618.0	Itgax	CD27+_Natural_Killer
spleen_uPk_116846	11	0.01352539051980543	chr8	117033319	117033821	intron (NM_029686, intron 26 of 42)	-40121.0	Gcsh	CD27+_Natural_Killer
spleen_uPk_44518	11	0.013513425091310653	chr15	73742729	73743546	intron (NM_001166388, intron 1 of 5)	-4889.0	Ptp4a3	CD27+_Natural_Killer
spleen_uPk_99425	11	0.013503884922998406	chr6	56879380	56879850	TTS (NM_012056)	22271.0	Nt5c3	CD27+_Natural_Killer
spleen_uPk_47486	11	0.013497978378855788	chr16	10976025	10977048	intron (NM_019980, intron 1 of 3)	16585.0	Litaf	CD27+_Natural_Killer
spleen_uPk_52114	11	0.013480418981056836	chr17	7163908	7164391	Intergenic	-5966.0	Rps6ka2	CD27+_Natural_Killer
spleen_uPk_67558	11	0.013477655777725302	chr2	35680900	35681434	intron (NM_001290637, intron 3 of 16)	-10827.0	Dab2ip	CD27+_Natural_Killer
spleen_uPk_123530	11	0.013470069836694503	chr9	108122266	108122471	intron (NM_007567, intron 3 of 11)	-11350.0	4930447F24Rik	CD27+_Natural_Killer
spleen_uPk_57386	11	0.0134683658177015	chr17	88668097	88668984	promoter-TSS (NM_023630)	-120.0	Gtf2a1l	CD27+_Natural_Killer
